timestamp,lot_id,wafer_id,equipment,pressure,temperature,gas_flow,rf_power,etch_time,cd,defect_rate,yield
2026-08-04T03:00:00,LOT_X04,WF_0050,EQP_X,99.41,221.2,51.64,1200.0,58.21,45.225,1.311,96.07
2026-08-04T06:00:00,LOT_X04,WF_0051,EQP_X,99.03,220.25,45.76,1207.2,60.26,44.766,1.811,96.09
2026-08-04T09:00:00,LOT_X04,WF_0052,EQP_X,99.09,219.33,51.39,1169.7,59.5,44.748,1.521,96.32
2026-08-04T12:00:00,LOT_X04,WF_0053,EQP_X,100.06,221.13,50.46,1193.7,58.18,45.289,1.658,96.73
2026-08-04T15:00:00,LOT_X04,WF_0054,EQP_X,98.88,220.03,49.88,1198.2,60.02,44.314,1.747,96.21
2026-08-04T18:00:00,LOT_X04,WF_0055,EQP_X,101.7,222.25,49.36,1199.3,60.01,45.777,0.981,96.93
2026-08-04T21:00:00,LOT_X04,WF_0056,EQP_X,97.79,217.42,45.96,1172.4,61.6,44.653,1.432,95.77
2026-08-04T00:00:00,LOT_Y04,WF_0057,EQP_Y,100.92,218.9,52.64,1180.1,58.85,45.049,1.507,96.77
2026-08-04T03:00:00,LOT_Y04,WF_0058,EQP_Y,100.18,218.79,48.88,1188.5,61.09,45.154,1.464,96.7
2026-08-04T06:00:00,LOT_Y04,WF_0059,EQP_Y,99.21,219.86,50.36,1230.6,59.85,44.86,1.186,97.06
2026-08-04T09:00:00,LOT_Y04,WF_0060,EQP_Y,99.12,220.34,46.2,1220.9,58.0,44.689,1.818,95.11
2026-08-04T12:00:00,LOT_Y04,WF_0061,EQP_Y,99.88,220.07,48.0,1226.9,62.25,44.211,1.065,97.31
2026-08-04T15:00:00,LOT_Y04,WF_0062,EQP_Y,98.05,219.61,50.26,1213.8,59.67,45.038,1.267,97.25
2026-08-04T18:00:00,LOT_Y04,WF_0063,EQP_Y,99.26,220.34,48.98,1202.1,59.75,44.935,1.196,97.1
2026-08-04T21:00:00,LOT_Y04,WF_0064,EQP_Y,102.12,220.24,51.46,1216.8,61.39,45.121,1.564,96.16
2026-08-05T00:00:00,LOT_X05,WF_0065,EQP_X,100.1,219.03,50.05,1162.2,59.99,45.165,1.871,95.75
2026-08-05T03:00:00,LOT_X05,WF_0066,EQP_X,101.39,220.0,47.95,1171.8,58.55,44.454,1.69,95.58
2026-08-05T06:00:00,LOT_X05,WF_0067,EQP_X,100.86,220.07,52.09,1221.2,59.03,44.89,1.34,95.51
2026-08-05T09:00:00,LOT_X05,WF_0068,EQP_X,101.01,221.19,49.99,1190.1,61.64,44.062,1.553,96.04
2026-08-05T12:00:00,LOT_X05,WF_0069,EQP_X,99.14,221.39,51.94,1194.8,59.87,44.845,1.346,95.83
2026-08-05T15:00:00,LOT_X05,WF_0070,EQP_X,102.07,221.03,51.6,1178.1,63.12,45.792,1.556,95.3
2026-08-05T18:00:00,LOT_X05,WF_0071,EQP_X,98.7,220.42,48.17,1199.3,61.63,44.397,2.102,96.13
2026-08-05T21:00:00,LOT_X05,WF_0072,EQP_X,98.14,218.59,49.43,1179.4,59.6,43.968,1.431,97.25
2026-08-05T00:00:00,LOT_Y05,WF_0073,EQP_Y,98.33,219.73,47.02,1212.8,59.66,45.776,1.562,95.97
2026-08-05T03:00:00,LOT_Y05,WF_0074,EQP_Y,100.83,219.49,47.32,1206.0,59.74,45.067,1.613,95.66
2026-08-05T06:00:00,LOT_Y05,WF_0075,EQP_Y,100.63,221.74,47.78,1234.7,59.64,44.693,2.228,95.11
2026-08-05T09:00:00,LOT_Y05,WF_0076,EQP_Y,102.06,220.82,46.64,1202.4,59.21,44.463,0.968,96.69
2026-08-05T12:00:00,LOT_Y05,WF_0077,EQP_Y,100.89,220.39,49.39,1184.0,58.52,44.778,1.19,96.44
2026-08-05T15:00:00,LOT_Y05,WF_0078,EQP_Y,99.97,219.1,49.54,1184.8,59.99,45.203,1.553,96.41
2026-08-05T18:00:00,LOT_Y05,WF_0079,EQP_Y,97.52,219.62,50.55,1212.8,57.6,45.064,1.862,95.62
2026-08-05T21:00:00,LOT_Y05,WF_0080,EQP_Y,99.86,220.45,50.49,1213.5,60.11,45.061,1.265,96.52
2026-08-06T00:00:00,LOT_X06,WF_0081,EQP_X,101.88,219.8,49.66,1190.2,61.18,44.658,1.773,95.0
2026-08-06T03:00:00,LOT_X06,WF_0082,EQP_X,98.41,220.21,50.26,1206.0,61.59,44.835,1.633,95.6
2026-08-06T06:00:00,LOT_X06,WF_0083,EQP_X,101.89,220.63,51.07,1203.8,58.82,44.869,1.651,95.64
2026-08-06T09:00:00,LOT_X06,WF_0084,EQP_X,100.19,218.64,50.36,1186.2,58.37,44.938,0.943,97.4
2026-08-06T12:00:00,LOT_X06,WF_0085,EQP_X,101.28,219.95,48.01,1181.1,59.77,44.031,1.554,96.25
2026-08-06T15:00:00,LOT_X06,WF_0086,EQP_X,99.53,219.51,50.36,1207.0,61.64,45.007,1.293,96.33
2026-08-06T18:00:00,LOT_X06,WF_0087,EQP_X,100.27,221.56,49.36,1178.9,58.69,44.161,1.599,95.37
2026-08-06T21:00:00,LOT_X06,WF_0088,EQP_X,98.15,218.02,47.76,1211.4,58.03,44.3,1.553,96.0
2026-08-06T00:00:00,LOT_Y06,WF_0089,EQP_Y,100.65,220.74,49.98,1174.0,59.81,45.2,1.325,95.66
2026-08-06T03:00:00,LOT_Y06,WF_0090,EQP_Y,101.65,219.58,49.18,1200.3,61.55,45.105,1.4,96.41
2026-08-06T06:00:00,LOT_Y06,WF_0091,EQP_Y,103.22,221.39,51.35,1177.6,65.63,44.521,1.388,95.42
2026-08-06T09:00:00,LOT_Y06,WF_0092,EQP_Y,102.44,220.42,47.15,1205.4,60.82,44.873,1.134,95.95
2026-08-06T12:00:00,LOT_Y06,WF_0093,EQP_Y,99.34,220.02,48.96,1214.7,58.58,44.307,1.278,97.26
2026-08-06T15:00:00,LOT_Y06,WF_0094,EQP_Y,99.14,222.34,50.98,1176.7,58.75,45.097,1.147,97.97
2026-08-06T18:00:00,LOT_Y06,WF_0095,EQP_Y,98.51,220.68,52.92,1197.8,58.51,44.891,1.609,96.52
2026-08-06T21:00:00,LOT_Y06,WF_0096,EQP_Y,100.09,218.6,50.08,1186.5,56.73,44.721,1.07,97.17
2026-08-07T00:00:00,LOT_X07,WF_0097,EQP_X,102.92,221.86,48.85,1190.7,61.03,45.425,1.374,95.78
2026-08-07T03:00:00,LOT_X07,WF_0098,EQP_X,103.31,219.89,49.03,1202.4,60.87,44.591,1.425,95.12
2026-08-07T06:00:00,LOT_X07,WF_0099,EQP_X,99.58,221.88,51.48,1198.1,58.6,44.875,1.815,95.5
2026-08-07T09:00:00,LOT_X07,WF_0100,EQP_X,102.18,218.63,49.42,1234.9,56.99,45.475,0.945,96.6
2026-08-07T12:00:00,LOT_X07,WF_0101,EQP_X,99.74,220.82,43.69,1161.6,59.15,45.015,1.232,96.54
2026-08-07T15:00:00,LOT_X07,WF_0102,EQP_X,98.22,219.6,48.31,1204.9,60.87,45.573,1.303,96.39
2026-08-07T18:00:00,LOT_X07,WF_0103,EQP_X,100.07,219.71,49.9,1168.8,60.56,44.634,1.213,95.87
2026-08-07T21:00:00,LOT_X07,WF_0104,EQP_X,101.74,219.86,52.3,1205.4,57.44,44.567,1.727,95.18
2026-08-07T00:00:00,LOT_Y07,WF_0105,EQP_Y,98.36,219.82,49.65,1179.8,59.51,44.809,0.723,97.67
2026-08-07T03:00:00,LOT_Y07,WF_0106,EQP_Y,98.78,221.3,47.7,1168.4,61.78,44.366,1.309,96.83
2026-08-07T06:00:00,LOT_Y07,WF_0107,EQP_Y,99.51,218.34,50.38,1196.1,61.93,45.235,2.411,94.06
2026-08-07T09:00:00,LOT_Y07,WF_0108,EQP_Y,99.97,218.93,52.31,1216.4,61.13,44.689,1.276,95.57
2026-08-07T12:00:00,LOT_Y07,WF_0109,EQP_Y,102.56,220.51,49.48,1218.7,61.13,45.39,1.013,96.11
2026-08-07T15:00:00,LOT_Y07,WF_0110,EQP_Y,100.29,220.36,51.91,1179.8,60.19,45.882,1.708,96.32
2026-08-07T18:00:00,LOT_Y07,WF_0111,EQP_Y,99.97,220.77,53.61,1202.1,61.84,44.65,1.677,96.44
2026-08-07T21:00:00,LOT_Y07,WF_0112,EQP_Y,98.87,221.1,48.65,1183.9,60.0,45.773,1.593,96.58
2026-08-08T00:00:00,LOT_X08,WF_0113,EQP_X,98.9,220.08,47.65,1188.6,61.25,44.985,1.935,95.5
2026-08-08T03:00:00,LOT_X08,WF_0114,EQP_X,99.7,221.28,48.7,1169.6,61.95,45.166,0.85,97.25
2026-08-08T06:00:00,LOT_X08,WF_0115,EQP_X,99.39,221.74,48.54,1188.4,58.63,44.578,1.29,95.85
2026-08-08T09:00:00,LOT_X08,WF_0116,EQP_X,98.45,218.39,47.01,1168.8,59.22,44.727,1.132,97.04
2026-08-08T12:00:00,LOT_X08,WF_0117,EQP_X,99.93,219.57,49.07,1231.9,60.36,45.19,0.724,97.09
2026-08-08T15:00:00,LOT_X08,WF_0118,EQP_X,96.74,219.57,50.75,1186.5,60.78,44.591,1.673,95.21
2026-08-08T18:00:00,LOT_X08,WF_0119,EQP_X,99.61,220.42,51.07,1197.5,62.91,44.834,1.365,95.07
2026-08-08T21:00:00,LOT_X08,WF_0120,EQP_X,102.65,219.63,47.65,1226.4,61.85,45.043,1.07,96.57
2026-08-08T00:00:00,LOT_Y08,WF_0121,EQP_Y,99.07,218.83,52.09,1157.3,60.85,45.184,2.115,95.49
2026-08-08T03:00:00,LOT_Y08,WF_0122,EQP_Y,96.91,219.16,50.13,1207.1,61.47,44.216,1.401,96.88
2026-08-08T06:00:00,LOT_Y08,WF_0123,EQP_Y,102.32,221.86,49.22,1222.0,62.57,45.479,1.717,95.88
2026-08-08T09:00:00,LOT_Y08,WF_0124,EQP_Y,98.82,218.55,51.97,1193.1,59.96,44.769,1.382,96.54
2026-08-08T12:00:00,LOT_Y08,WF_0125,EQP_Y,98.47,220.07,50.49,1198.5,58.88,45.315,2.062,95.11
2026-08-08T15:00:00,LOT_Y08,WF_0126,EQP_Y,101.85,220.89,44.69,1184.8,59.05,45.313,1.557,96.03
2026-08-08T18:00:00,LOT_Y08,WF_0127,EQP_Y,100.95,219.1,48.51,1175.5,59.74,44.952,1.551,95.62
2026-08-08T21:00:00,LOT_Y08,WF_0128,EQP_Y,101.36,220.92,53.09,1214.2,60.28,45.269,1.683,95.38
2026-08-09T00:00:00,LOT_X09,WF_0129,EQP_X,101.93,221.72,53.95,1200.7,60.49,45.167,1.499,96.17
2026-08-09T03:00:00,LOT_X09,WF_0130,EQP_X,99.82,219.81,53.52,1203.3,60.1,45.353,1.545,96.33
2026-08-09T06:00:00,LOT_X09,WF_0131,EQP_X,99.9,218.78,49.94,1177.3,60.32,44.527,1.775,96.21
2026-08-09T09:00:00,LOT_X09,WF_0132,EQP_X,100.42,219.9,50.83,1160.7,58.35,44.941,1.604,95.97
2026-08-09T12:00:00,LOT_X09,WF_0133,EQP_X,98.49,220.13,49.09,1178.6,60.49,44.916,1.859,96.04
2026-08-09T15:00:00,LOT_X09,WF_0134,EQP_X,101.1,220.32,48.31,1181.3,57.79,46.152,1.176,96.41
2026-08-09T18:00:00,LOT_X09,WF_0135,EQP_X,99.46,219.72,48.83,1162.6,58.5,44.444,1.462,95.96
2026-08-09T21:00:00,LOT_X09,WF_0136,EQP_X,98.97,220.22,48.83,1218.6,59.42,45.09,1.102,97.17
2026-08-09T00:00:00,LOT_Y09,WF_0137,EQP_Y,99.39,220.41,50.66,1196.5,60.33,44.846,1.904,96.11
2026-08-09T03:00:00,LOT_Y09,WF_0138,EQP_Y,100.72,218.82,47.8,1186.7,59.63,45.179,1.231,97.1
2026-08-09T06:00:00,LOT_Y09,WF_0139,EQP_Y,100.01,217.99,49.05,1148.3,58.87,44.78,1.317,96.36
2026-08-09T09:00:00,LOT_Y09,WF_0140,EQP_Y,99.41,219.41,53.0,1224.3,58.29,45.502,1.014,96.57
2026-08-09T12:00:00,LOT_Y09,WF_0141,EQP_Y,102.29,217.76,51.15,1174.9,59.78,44.928,2.009,94.62
2026-08-09T15:00:00,LOT_Y09,WF_0142,EQP_Y,99.9,220.63,49.5,1183.6,59.91,45.037,1.765,95.38
2026-08-09T18:00:00,LOT_Y09,WF_0143,EQP_Y,99.33,220.32,49.67,1196.3,59.97,44.722,1.26,96.83
2026-08-09T21:00:00,LOT_Y09,WF_0144,EQP_Y,98.36,221.17,50.43,1174.5,60.42,45.067,1.729,96.49
2026-08-10T00:00:00,LOT_X10,WF_0145,EQP_X,99.45,219.29,48.79,1180.4,58.88,45.114,1.505,96.0
2026-08-10T03:00:00,LOT_X10,WF_0146,EQP_X,98.89,220.35,49.0,1179.2,59.77,44.894,1.179,97.15
2026-08-10T06:00:00,LOT_X10,WF_0147,EQP_X,101.27,220.04,50.26,1210.5,59.95,45.357,1.997,95.29
2026-08-10T09:00:00,LOT_X10,WF_0148,EQP_X,100.66,220.87,49.32,1177.4,61.36,44.372,2.037,95.75
2026-08-10T12:00:00,LOT_X10,WF_0149,EQP_X,100.28,220.05,53.5,1181.1,58.26,44.761,1.421,95.81
2026-08-10T15:00:00,LOT_X10,WF_0150,EQP_X,100.23,220.14,48.37,1232.1,57.91,44.489,1.613,95.93
2026-08-10T18:00:00,LOT_X10,WF_0151,EQP_X,100.63,219.38,47.93,1187.1,58.97,45.21,1.356,96.72
2026-08-10T21:00:00,LOT_X10,WF_0152,EQP_X,100.88,221.04,51.8,1215.7,61.15,44.793,1.421,95.28
2026-08-10T00:00:00,LOT_Y10,WF_0153,EQP_Y,100.44,219.33,50.8,1210.5,57.97,44.594,1.395,96.06
2026-08-10T03:00:00,LOT_Y10,WF_0154,EQP_Y,100.25,218.84,50.09,1166.2,56.77,45.287,1.108,96.51
2026-08-10T06:00:00,LOT_Y10,WF_0155,EQP_Y,97.87,218.59,49.2,1191.8,61.47,45.18,1.422,96.75
2026-08-10T09:00:00,LOT_Y10,WF_0156,EQP_Y,101.67,220.41,49.19,1220.4,62.65,45.264,2.031,95.58
2026-08-10T12:00:00,LOT_Y10,WF_0157,EQP_Y,101.27,218.91,47.77,1199.0,57.5,44.763,1.76,95.27
2026-08-10T15:00:00,LOT_Y10,WF_0158,EQP_Y,100.8,218.65,49.01,1220.5,60.31,45.116,2.011,95.97
2026-08-10T18:00:00,LOT_Y10,WF_0159,EQP_Y,98.68,221.32,48.77,1199.6,60.02,45.429,1.161,96.98
2026-08-10T21:00:00,LOT_Y10,WF_0160,EQP_Y,100.79,220.81,49.58,1220.1,58.93,45.459,1.606,95.23
2026-08-11T00:00:00,LOT_X11,WF_0161,EQP_X,100.61,220.18,49.29,1185.3,59.64,44.423,2.007,94.8
2026-08-11T03:00:00,LOT_X11,WF_0162,EQP_X,99.01,221.14,51.17,1214.4,62.28,44.875,1.186,97.14
2026-08-11T06:00:00,LOT_X11,WF_0163,EQP_X,101.19,219.67,47.47,1224.8,60.86,44.451,1.734,94.94
2026-08-11T09:00:00,LOT_X11,WF_0164,EQP_X,99.28,218.88,48.72,1183.3,59.08,45.29,1.588,96.43
2026-08-11T12:00:00,LOT_X11,WF_0165,EQP_X,101.64,219.63,50.16,1210.8,62.56,45.36,1.914,95.81
2026-08-11T15:00:00,LOT_X11,WF_0166,EQP_X,101.59,218.22,51.76,1204.3,60.08,44.789,1.372,96.33
2026-08-11T18:00:00,LOT_X11,WF_0167,EQP_X,101.26,218.5,50.44,1188.8,58.57,45.157,1.401,95.82
2026-08-11T21:00:00,LOT_X11,WF_0168,EQP_X,98.85,220.28,49.98,1178.2,58.74,44.927,1.622,95.54
2026-08-11T00:00:00,LOT_Y11,WF_0169,EQP_Y,100.73,219.18,55.46,1181.2,58.81,45.078,1.229,96.92
2026-08-11T03:00:00,LOT_Y11,WF_0170,EQP_Y,102.7,219.61,50.35,1189.6,60.0,45.573,1.768,94.86
2026-08-11T06:00:00,LOT_Y11,WF_0171,EQP_Y,102.32,221.16,50.97,1186.8,60.1,44.682,1.64,95.42
2026-08-11T09:00:00,LOT_Y11,WF_0172,EQP_Y,96.65,220.93,50.38,1221.6,59.8,45.075,1.835,95.94
2026-08-11T12:00:00,LOT_Y11,WF_0173,EQP_Y,100.43,223.21,49.66,1203.4,62.6,44.678,1.188,95.92
2026-08-11T15:00:00,LOT_Y11,WF_0174,EQP_Y,100.8,220.63,51.48,1172.9,61.51,45.479,1.471,96.15
2026-08-11T18:00:00,LOT_Y11,WF_0175,EQP_Y,101.01,220.37,51.28,1178.3,59.74,44.515,1.689,96.03
2026-08-11T21:00:00,LOT_Y11,WF_0176,EQP_Y,99.85,220.3,46.89,1217.2,59.3,45.052,1.835,95.37
2026-08-12T00:00:00,LOT_X12,WF_0177,EQP_X,101.8,220.12,50.06,1211.1,58.13,45.238,1.518,96.38
2026-08-12T03:00:00,LOT_X12,WF_0178,EQP_X,99.67,219.64,50.74,1198.8,58.24,44.922,1.88,95.63
2026-08-12T06:00:00,LOT_X12,WF_0179,EQP_X,98.69,220.72,46.29,1157.6,59.99,45.072,1.566,95.7
2026-08-12T09:00:00,LOT_X12,WF_0180,EQP_X,99.77,218.6,50.44,1167.7,59.78,45.105,0.973,96.78
2026-08-12T12:00:00,LOT_X12,WF_0181,EQP_X,101.18,221.55,46.99,1206.8,58.15,44.462,1.979,95.63
2026-08-12T15:00:00,LOT_X12,WF_0182,EQP_X,98.79,220.22,51.28,1203.6,63.37,45.242,0.602,97.45
2026-08-12T18:00:00,LOT_X12,WF_0183,EQP_X,98.9,219.8,50.03,1187.0,58.37,45.545,1.679,95.65
2026-08-12T21:00:00,LOT_X12,WF_0184,EQP_X,101.02,220.68,52.53,1178.9,61.17,44.757,1.847,95.43
2026-08-12T00:00:00,LOT_Y12,WF_0185,EQP_Y,96.59,220.04,46.43,1195.7,59.91,44.839,1.054,96.36
2026-08-12T03:00:00,LOT_Y12,WF_0186,EQP_Y,98.73,219.75,52.58,1214.2,59.29,45.51,1.09,97.21
2026-08-12T06:00:00,LOT_Y12,WF_0187,EQP_Y,99.74,220.24,51.28,1186.4,61.2,44.996,2.224,95.01
2026-08-12T09:00:00,LOT_Y12,WF_0188,EQP_Y,101.9,220.65,47.65,1227.2,58.41,44.107,1.756,96.02
2026-08-12T12:00:00,LOT_Y12,WF_0189,EQP_Y,100.08,219.74,53.17,1214.2,59.02,45.293,1.127,96.51
2026-08-12T15:00:00,LOT_Y12,WF_0190,EQP_Y,98.42,217.8,47.65,1224.4,58.35,44.78,1.152,97.21
2026-08-12T18:00:00,LOT_Y12,WF_0191,EQP_Y,100.0,220.49,49.79,1176.6,58.54,45.335,1.483,96.66
2026-08-12T21:00:00,LOT_Y12,WF_0192,EQP_Y,95.26,221.11,49.01,1243.5,59.23,45.011,1.698,95.51
2026-08-13T00:00:00,LOT_X13,WF_0193,EQP_X,101.31,219.35,52.58,1215.9,60.74,44.71,1.437,96.23
2026-08-13T03:00:00,LOT_X13,WF_0194,EQP_X,96.95,219.45,51.88,1174.6,61.92,44.749,1.597,95.53
2026-08-13T06:00:00,LOT_X13,WF_0195,EQP_X,100.73,220.46,52.27,1227.1,61.88,45.084,1.132,97.32
2026-08-13T09:00:00,LOT_X13,WF_0196,EQP_X,98.04,219.56,51.47,1208.9,62.39,44.998,0.993,96.87
2026-08-13T12:00:00,LOT_X13,WF_0197,EQP_X,100.26,219.65,52.82,1195.0,57.85,45.187,1.156,97.56
2026-08-13T15:00:00,LOT_X13,WF_0198,EQP_X,100.41,218.6,52.16,1247.4,56.99,45.361,1.645,96.04
2026-08-13T18:00:00,LOT_X13,WF_0199,EQP_X,100.51,220.49,48.61,1228.2,57.98,45.783,1.958,94.87
2026-08-13T21:00:00,LOT_X13,WF_0200,EQP_X,99.99,221.42,49.02,1196.8,59.4,45.467,1.318,96.52
2026-08-13T00:00:00,LOT_Y13,WF_0201,EQP_Y,100.81,219.79,48.27,1173.2,57.72,44.528,0.984,96.5
2026-08-13T03:00:00,LOT_Y13,WF_0202,EQP_Y,100.45,220.05,48.35,1179.6,58.51,44.445,1.129,97.07
2026-08-13T06:00:00,LOT_Y13,WF_0203,EQP_Y,97.89,220.02,48.76,1248.6,57.3,45.077,1.4,96.01
2026-08-13T09:00:00,LOT_Y13,WF_0204,EQP_Y,100.47,220.16,47.86,1208.5,60.58,45.524,1.317,97.17
2026-08-13T12:00:00,LOT_Y13,WF_0205,EQP_Y,99.7,218.02,51.05,1198.4,58.68,45.373,1.359,96.97
2026-08-13T15:00:00,LOT_Y13,WF_0206,EQP_Y,99.88,220.75,51.36,1209.5,58.45,45.368,1.507,97.24
2026-08-13T18:00:00,LOT_Y13,WF_0207,EQP_Y,100.72,220.75,48.47,1191.9,60.15,44.532,1.149,96.58
2026-08-13T21:00:00,LOT_Y13,WF_0208,EQP_Y,99.88,220.2,52.23,1192.0,61.02,44.942,1.442,96.47
2026-08-14T00:00:00,LOT_X14,WF_0209,EQP_X,96.9,220.07,48.72,1181.4,57.17,44.823,0.937,97.53
2026-08-14T03:00:00,LOT_X14,WF_0210,EQP_X,99.64,218.32,48.65,1215.1,59.11,44.888,1.389,96.35
